GridIron32;nytimes;1
A_Hump95;CNN;1
JohnBoscoCole;nytimes;1
MariaLRomeo;TheEllenShow;1
djkishita;CNN;1
RoriShay;TheEllenShow;1
Siracalypse;TheEllenShow;1
michaeljuwon;nytimes;1
Extra_Rice_17;YouTube;1
1ubuntufan;nytimes;1
noralisruiz;CNN;1
259c31773bf94ac;nytimes;1
NettiePearl01;TheEllenShow;1
DanyNathan88;nytimes;1
xX__liana__Xx;nytimes;1
skelien;TheEllenShow;1
Arronvick1;nytimes;1
thitchner;nytimes;1
falcon7508;nytimes;1
BambieSamone;nytimes;1
drefarris;nytimes;1
Aslidi113;CNN;1
autoconstruido;CNN;1
bella_99;CNN;1
bella_99;TheEllenShow;3
KwakuBorga;CNN;1
Timmy2Nice;BarackObama;1
GaryGaryGary212;CNN;1
markjbrown0;TheEllenShow;1
buzyntexas;CNN;1
BiancaRazo16;nytimes;1
JoshDeWare;TheEllenShow;1
JangoBear;CNN;1
lila_yowie;nytimes;1
signor_juve;CNN;3
_sadgirl96;CNN;1
CelineDulac;nytimes;1
blueocean5454;cnnbrk;1
Meli_Roldan12;BarackObama;1
itsmesupercha;katyperry;1
GloriaCampos;nytimes;1
dTorchiano;BarackObama;1
Katealt;nytimes;1
ISureAmHungry;CNN;1
Trial_Watcher1;CNN;1
HoesayM_23;CNN;1
SALEfeed;CNN;1
RSQuinny;CNN;1
early90spants;CNN;1
omgitzsydneybug;YouTube;1
SouthernAshCas;CNN;1
raishussin;nytimes;1
letterstolocke;nytimes;1
TomBigot;CNN;1
samigibbons;TheEllenShow;1
Isacbae;TheEllenShow;1
Gladvillain;CNN;1
TJMair;nytimes;1
avefenix1420vc;CNN;2
LowellLydia;nytimes;1
serenegednelle;TheEllenShow;1
_USHeadlines;nytimes;22
jennierinnn;nytimes;1
Oldlady12345;CNN;1
Oldlady12345;cnnbrk;1
peeco19;TheEllenShow;2
ohiomail;nytimes;3
karlathequeeen;BarackObama;1
roccopeppers;CNN;1
A_ANIQUEST;BarackObama;1
kay_ann2795;TheEllenShow;1
BGraceful;nytimes;1
